Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
209,9,273,48,1689,684,1865,157,165,1055,907,13,56,1875,958,112,120,205,1707,47,875,2730,3155,244,221,279,14,50,205,53,5914,93,22009,305,16,852,194,87,1793,276,166,10,177,678,41,46,437,779,32,266,7
219,9,275,51,1725,688,1924,170,178,1075,916,14,56,1933,993,118,121,208,1729,50,910,2899,3315,272,227,281,14,56,206,60,5938,99,22269,324,17,902,195,92,1816,290,174,11,181,699,41,46,449,799,34,272,7
228,9,275,51,1779,706,2012,183,185,1088,995,16,56,1983,1036,127,126,213,1740,51,945,3003,3407,286,229,343,14,56,206,60,6044,99,22668,340,19,948,197,92,1886,300,177,11,184,717,41,47,460,810,34,281,7
242,9,275,57,1864,736,2087,194,190,1171,1036,16,60,2125,1072,136,127,225,1801,51,1016,3153,3568,301,239,330,15,56,219,60,6442,105,22912,363,19,1003,207,99,2046,322,192,11,188,764,41,47,492,820,38,300,7
256,9,308,57,1946,766,2169,206,205,1218,1101,16,60,2215,1116,148,134,234,1845,52,1078,3405,3670,319,250,339,16,56,230,60,6771,112,23477,382,19,1044,214,101,2373,340,231,13,195,803,45,47,522,828,38,308,7
272,9,320,61,2031,777,2257,212,224,1268,1132,16,60,2355,1161,162,134,240,1905,53,1140,3562,3789,343,261,351,16,70,243,72,7228,123,23587,406,19,1073,222,103,2475,364,244,17,199,847,46,49,552,836,41,316,7
289,9,330,64,2126,821,2339,224,231,1314,1169,16,63,2457,1198,170,140,246,1970,55,1080,3716,3866,370,281,361,16,73,246,81,7538,131,24039,419,23,1122,230,104,2635,378,256,21,204,882,46,50,581,850,46,327,7
288,9,330,72,2180,832,2436,236,240,1364,1177,16,64,2559,1242,175,142,248,1993,56,1251,3846,4021,394,291,377,16,73,255,84,7742,138,24198,431,24,1163,238,109,2695,402,267,21,209,917,49,51,617,862,48,334,7
290,9,362,76,2216,842,2436,248,251,1379,1184,17,64,2618,1278,184,144,253,2012,57,1281,4004,4053,418,303,383,16,78,258,86,7871,151,24708,434,25,1207,238,109,2720,423,275,21,210,940,50,53,660,874,48,339,7
298,9,362,80,2278,851,2556,258,258,1399,1246,17,64,2659,1317,188,156,261,2064,57,1317,4090,4139,427,310,389,16,78,265,86,7910,156,24999,442,25,1235,238,109,2838,441,283,21,219,965,50,52,684,885,48,340,7
315,9,395,83,2381,903,2633,269,264,1471,1299,17,65,2834,1356,207,161,275,2115,61,1390,4212,4183,455,342,412,16,78,270,92,8244,162,25124,472,25,1273,247,113,3179,457,296,24,226,984,56,52,713,898,48,353,7
343,10,426,87,2464,919,2718,272,277,1539,1327,17,66,2974,1400,219,164,283,2167,62,1437,4420,4256,485,374,431,16,78,289,92,8549,169,25623,492,31,1315,253,115,3345,478,305,29,239,1013,58,52,713,911,50,362,7
369,10,450,87,2535,944,2797,288,285,1600,1355,17,67,3111,1434,231,165,294,2208,62,1503,4552,4345,508,396,453,16,91,297,114,8807,172,26144,513,31,1355,260,121,3589,499,316,31,238,1046,61,53,769,925,51,374,7
383,10,517,88,2613,960,2874,301,304,1669,1400,17,67,3241,1462,243,168,298,2227,63,1560,4702,4399,534,409,487,16,90,294,121,8960,181,26243,530,33,1394,266,124,3715,521,320,31,242,1081,61,53,812,941,52,384,7
390,10,532,88,2687,967,2932,305,311,1715,1403,17,67,3349,1495,252,174,304,2267,64,1614,4840,4530,558,421,497,16,90,313,131,9116,191,26612,551,35,1434,270,127,3779,536,330,34,242,1117,66,53,827,952,52,398,7
393,10,536,91,2716,971,2967,316,323,1721,1406,17,67,3406,1529,265,174,304,2286,64,1644,4979,4555,578,430,505,16,90,310,133,9256,200,26641,564,35,1468,272,127,3806,550,331,34,243,1150,67,53,839,968,54,400,7
403,10,542,94,2779,987,3008,328,328,1735,1444,17,70,3459,1571,271,180,311,2308,65,1683,5108,4584,591,435,518,16,98,312,133,9340,208,26988,575,36,1494,274,130,3832,565,346,34,251,1179,68,53,850,974,54,409,7
435,10,562,95,2879,1010,3041,339,336,1779,1498,17,69,3601,1610,289,184,321,2347,65,1756,5141,4674,614,457,534,16,100,321,142,9531,219,27284,600,38,1532,278,130,3914,587,355,39,266,1216,73,53,892,990,58,418,7
450,10,595,97,2957,1062,3125,355,350,1827,1517,17,69,3792,1638,306,188,321,2381,66,1809,5315,4714,638,465,556,16,103,331,150,9714,231,27477,625,40,1569,278,134,4094,600,362,39,273,1238,75,53,928,996,58,421,7
473,10,624,98,3052,1086,3219,367,358,1875,1545,17,72,3928,1682,318,189,328,2417,69,1866,5482,4787,672,480,571,16,103,333,151,9946,242,27641,641,40,1596,284,137,4288,615,371,43,287,1309,75,53,956,1004,60,434,7
483,10,651,98,3136,1150,3285,378,368,1917,1588,17,72,4059,1715,336,193,332,2448,69,1911,5592,4825,692,493,586,16,113,343,151,10148,253,27878,667,42,1641,285,137,4422,629,380,44,290,1356,77,53,978,1016,64,445,7
485,10,679,98,3208,1192,3339,388,375,1964,1598,17,73,4129,1745,346,195,334,2479,70,1957,5705,4881,709,510,599,16,123,347,171,10261,259,28049,676,42,1675,288,137,4480,644,380,44,295,1395,78,53,1003,1024,64,453,7
488,10,680,98,3240,1215,3408,398,383,1973,1610,17,73,4177,1775,351,195,334,2491,70,1992,5797,4891,731,521,605,16,123,350,172,10363,265,28232,686,43,1709,288,137,4495,654,385,44,298,1418,80,54,1010,1035,67,453,8
489,10,687,100,3279,1224,3450,405,392,1997,1649,17,74,4234,1816,355,198,346,2563,71,2023,5862,4915,740,527,616,16,123,358,172,10439,270,28339,693,44,1747,288,138,4515,672,391,44,301,1430,80,54,1015,1041,68,459,10
504,10,705,102,3403,1257,3472,416,400,2052,1675,17,74,4379,1846,367,199,366,2581,73,2081,5938,5017,757,554,636,16,123,358,172,10587,276,28558,693,45,1780,293,140,4628,683,399,46,305,1465,88,54,1042,1048,68,467,10
522,10,747,107,3497,1299,3529,425,407,2096,1697,17,77,4525,1878,393,202,376,2608,73,2123,6066,5060,786,570,645,16,138,377,190,10749,283,28636,726,49,1809,299,144,4770,705,407,46,305,1507,90,54,1075,1052,69,481,11
529,10,764,110,3583,1310,3583,430,412,2144,1775,17,77,4607,1917,410,204,386,2629,73,2159,6148,5129,818,580,673,16,138,383,199,10846,294,28743,728,51,1846,304,145,4869,725,416,48,313,1530,92,54,1100,1061,70,487,12
541,10,775,113,3666,1324,3637,435,418,2190,1808,17,79,4715,1935,424,205,391,2668,75,2207,6228,5158,851,595,682,16,147,386,204,10985,302,28853,775,52,1878,307,147,5010,736,419,50,315,1541,93,54,1136,1066,72,496,12
549,10,801,115,3738,1327,3675,441,427,2233,1822,17,79,4790,1960,446,205,391,2668,77,2243,6304,5223,861,616,687,16,147,387,208,11082,302,29031,778,52,1920,311,147,5112,749,425,50,329,1554,97,54,1159,1075,72,507,12
551,10,801,116,3754,1332,3693,449,432,2237,1827,17,79,4856,1975,456,205,391,2691,78,2277,6372,5228,878,625,691,16,147,380,209,11138,317,29141,784,53,1947,311,148,5136,757,435,50,336,1598,97,54,1171,1084,72,510,12
566,10,807,117,3769,1333,3742,455,440,2252,1848,17,79,4885,1997,456,207,391,2691,78,2302,6416,5241,890,635,694,16,147,394,210,11147,320,29229,790,54,1974,313,148,5146,767,440,50,338,1609,98,54,1208,1088,72,514,12
580,10,810,119,3819,1352,3769,465,440,2259,1896,17,79,4923,2017,477,210,394,2702,79,2333,6473,5266,908,652,700,17,147,394,214,11194,325,29302,801,54,1994,318,148,5163,782,446,50,343,1623,101,54,1236,1094,72,517,13
583,10,834,120,3895,1392,3803,475,445,2319,1933,17,81,5083,2032,496,213,400,2723,81,2392,6547,5334,942,670,696,17,153,402,223,11339,329,29484,844,56,2019,322,148,5265,792,466,54,353,1657,105,54,1281,1105,74,539,14
591,10,860,125,3993,1421,3826,483,453,2364,1973,17,82,5186,2051,506,214,409,2741,84,2428,6640,5372,977,693,715,17,163,406,232,11409,335,29529,876,57,2039,325,151,5373,800,470,54,356,1678,106,55,1338,1109,74,550,15
610,10,886,132,4077,1436,3868,490,460,2413,1987,17,82,5270,2073,524,215,418,2767,85,2466,6718,5406,1006,710,738,17,164,406,238,11531,344,29646,919,59,2066,329,151,5464,812,483,59,361,1697,107,55,1358,1115,74,568,15
618,10,904,133,4144,1443,3912,494,462,2447,2004,17,82,5330,2096,531,215,431,2786,89,2509,6768,5464,1036,723,782,17,170,417,238,11634,351,29710,929,60,2087,334,153,5537,824,487,62,364,1736,112,55,1370,1117,75,588,16
630,10,907,133,4172,1445,3944,497,466,2451,2053,17,82,5390,2113,535,215,431,2791,89,2532,6846,5491,1050,734,784,17,170,417,245,11698,356,29784,937,61,2117,334,153,5555,827,494,62,364,1753,113,55,1375,1123,75,592,16
646,10,918,133,4217,1458,3970,500,468,2460,2094,17,82,5412,2133,555,217,439,2801,89,2552,7035,5516,1060,739,784,17,170,417,245,11723,362,29917,948,61,2147,334,154,5567,832,500,62,364,1765,113,55,1392,1128,76,595,17
653,10,943,136,4305,1474,3972,501,470,2530,2102,17,83,5525,2153,561,222,442,2835,94,2597,7085,5553,1082,767,794,17,170,417,256,11771,367,29968,961,65,2168,339,157,5667,842,501,62,381,1789,113,55,1407,1134,78,607,17
653,10,983,142,4374,1494,3989,505,473,2566,2123,17,83,5621,2179,574,226,450,2870,95,2641,7152,5570,1097,782,799,17,170,431,265,11880,375,30019,999,66,2197,341,159,5742,853,501,62,388,1818,117,55,1428,1139,78,616,17
653,10,999,151,4444,1512,4007,517,475,2607,2149,17,83,5736,2202,583,227,458,2883,95,2668,7201,5595,1126,794,803,17,187,430,273,11970,383,30174,1006,66,2219,344,159,5832,865,501,64,401,1855,117,55,1445,1150,79,626,17
676,10,1015,152,4529,1524,4038,521,479,2660,2174,17,83,5795,2223,593,232,466,2912,98,2702,7235,5854,1159,803,813,18,187,436,278,12049,387,30236,1015,71,2236,345,161,5898,876,539,64,408,1880,120,55,1454,1155,84,633,17
689,10,1043,154,4607,1527,4055,521,483,2688,2178,17,83,5864,2233,599,233,470,2925,98,2740,7289,5894,1181,811,823,18,187,437,283,12106,392,30280,1028,72,2259,347,161,5931,882,539,65,417,1907,121,55,1461,1159,84,645,17
692,10,1051,154,4632,1527,4071,524,489,2700,2180,17,83,5904,2248,605,233,470,2936,99,2749,7316,5898,1197,817,823,18,187,438,286,12176,396,30374,1032,72,2270,348,163,5943,886,546,65,418,1917,121,55,1472,1170,84,647,17
718,10,1053,155,4657,1543,4084,527,491,2712,2208,17,83,5924,2265,617,236,472,2944,99,2776,7353,5916,1208,837,832,18,188,442,286,12214,400,30417,1041,72,2286,348,164,5953,890,557,65,421,1928,124,55,1477,1180,84,646,17
729,11,1076,161,4745,1553,4097,531,495,2765,2285,17,85,6018,2290,626,237,477,2957,100,2811,7408,5948,1228,847,853,18,189,446,286,12303,404,30458,1068,72,2300,354,169,6014,891,568,68,435,1947,127,55,1496,1185,84,661,17
744,11,1101,165,4854,1572,4120,533,499,2801,2329,17,85,6095,2307,631,240,484,2968,100,2844,7454,5955,1267,868,859,18,191,449,301,12377,410,30542,1090,73,2313,356,169,6062,895,575,69,437,1978,128,55,1514,1186,85,671,18
755,11,1135,171,4934,1582,4146,535,502,2848,2375,17,85,6185,2322,640,243,493,2987,100,2875,7492,5985,1280,868,870,18,212,459,308,12443,420,30580,1106,74,2326,358,171,6113,901,588,73,441,2008,131,55,1520,1198,86,682,18
769,12,1156,176,4978,1582,4159,537,506,2877,2418,17,87,6260,2338,644,243,497,2996,100,2900,7538,5990,1305,881,889,18,215,461,315,12489,420,30758,1121,74,2351,360,173,6162,903,593,74,466,2038,139,55,1534,1203,88,689,18
773,12,1189,177,5076,1597,4186,540,511,2925,2447,17,87,6289,2351,650,245,499,3004,100,2926,7576,6013,1314,889,893,18,215,462,318,12621,431,30795,1127,74,2372,359,173,6211,906,599,75,472,2057,139,55,1541,1207,88,691,18
773,12,1191,179,5099,1598,4201,541,515,2931,2451,17,87,6308,2372,652,245,499,3014,100,2939,7624,6016,1329,891,893,19,215,463,320,12659,435,30825,1132,74,2390,359,173,6215,909,600,75,474,2074,139,55,1546,1209,88,692,18
774,12,1203,182,5114,1605,4204,543,515,2938,2494,17,87,6326,2386,658,246,505,3018,101,2947,7647,6018,1335,895,896,19,220,465,320,12708,440,30856,1140,74,2404,359,180,6243,914,602,75,482,2097,143,55,1552,1211,88,694,18
785,12,1228,188,5200,1617,4210,544,520,2993,2529,17,88,6398,2401,665,246,505,3042,101,2982,7664,6034,1344,915,900,19,231,467,326,12792,447,30909,1169,74,2412,363,182,6276,922,607,77,493,2148,145,55,1570,1219,88,703,18
790,12,1249,197,5271,1631,4219,547,523,3018,2575,17,88,6485,2418,675,247,518,3062,102,2996,7733,6036,1357,938,919,20,234,473,330,12835,452,30939,1181,74,2425,364,183,6319,928,617,78,498,2186,149,55,1583,1225,88,713,18
810,12,1283,208,5355,1638,4226,548,527,3061,2605,17,89,6537,2443,680,251,520,3062,102,3016,7769,6061,1376,938,955,20,239,475,331,12869,456,30974,1188,75,2438,366,187,6361,935,621,78,508,2218,152,56,1586,1232,88,719,18
822,12,1321,214,5426,1643,4238,552,530,3104,2636,17,89,6580,2455,681,254,522,3084,102,3030,7799,6067,1393,938,968,20,244,479,337,12902,464,31015,1202,76,2455,367,188,6399,938,639,81,515,2250,155,56,1602,1239,88,730,20
838,12,1346,224,5494,1647,4251,552,531,3144,2642,17,89,6625,2465,681,256,524,3104,102,3052,7827,6087,1404,938,975,20,244,486,339,12924,466,31083,1215,76,2463,368,188,6419,942,644,81,524,2280,155,56,1607,1243,88,744,20
839,12,1349,225,5515,1647,4260,555,533,3161,2643,17,89,6647,2476,686,257,526,3105,102,3066,7857,6090,1412,938,975,20,244,487,339,12939,469,31125,1223,77,2470,369,188,6423,944,653,81,526,2294,158,56,1611,1248,89,744,20
841,12,1351,227,5566,1651,4263,557,535,3173,2648,17,89,6671,2491,686,258,526,3117,102,3074,7873,6097,1416,978,980,21,249,489,339,12974,469,31176,1278,77,2487,369,192,6426,946,659,81,531,2317,158,56,1620,1253,89,745,20
864,12,1396,237,5626,1665,4277,557,537,3238,2695,17,89,6707,2495,689,260,537,3134,102,3092,7889,6109,1425,989,986,21,256,489,343,13025,476,31232,1296,78,2499,371,192,6464,953,673,83,542,2343,163,56,1645,1263,92,750,20
891,12,1467,240,5725,1667,4287,559,541,3281,2698,17,89,6770,2505,690,261,538,3152,103,3108,7937,6114,1432,1011,995,21,257,489,347,13076,480,31257,1325,78,2507,372,195,6518,958,683,84,556,2383,163,56,1661,1266,92,757,20
896,12,1495,240,5806,1669,4298,559,543,3327,2745,17,90,6810,2518,696,262,546,3164,103,3129,7962,6133,1441,1016,997,21,260,495,357,14872,485,31301,1336,78,2516,375,197,6557,959,693,87,567,2430,164,56,1675,1270,92,766,20
907,14,1536,249,5868,1673,4307,561,546,3366,2770,17,90,6847,2530,704,265,553,3190,103,3142,8012,6134,1446,1022,1007,22,266,498,365,14914,489,31342,1348,78,2530,377,202,6579,960,694,88,577,2469,166,56,1700,1281,92,766,20
919,14,1580,259,5899,1674,4311,562,548,3390,2776,18,91,6873,2541,704,268,554,3190,104,3157,8040,6153,1452,1035,1014,22,267,500,367,14948,491,31368,1353,78,2544,384,202,6603,965,711,91,584,2510,167,56,1724,1288,93,777,20
919,14,1594,264,5932,1676,4316,564,550,3419,2778,18,91,6888,2550,706,269,558,3199,104,3168,8059,6157,1460,1039,1014,22,267,500,367,14975,492,31397,1352,79,2560,385,202,6606,971,716,91,584,2534,167,56,1732,1292,93,777,20
929,14,1598,265,5983,1681,4320,565,551,3447,2784,18,91,6902,2559,711,273,560,3199,105,3175,8094,6161,1470,1059,1014,22,269,504,367,14992,493,31403,1357,79,2576,385,204,6614,972,720,91,592,2564,168,56,1740,1297,93,777,20
950,14,1645,270,6082,1690,4322,566,551,3505,2805,18,92,6923,2569,716,273,565,3221,105,3190,8053,6193,1476,1073,1015,22,274,507,371,15035,497,32032,1380,79,2582,387,207,6649,977,739,91,604,2593,172,56,1763,1303,93,784,20
972,14,1725,277,6169,1697,4324,567,553,3550,2827,18,92,6951,2581,717,277,572,3238,105,3205,8053,6198,1482,1082,1028,22,276,511,373,15078,500,32043,1398,80,2599,389,208,6684,978,766,93,609,2649,173,56,1786,1309,93,786,20
985,14,1764,279,6265,1701,4326,568,554,3617,2849,18,92,6951,2589,719,280,581,3255,105,3212,8132,6212,1495,1092,1054,22,282,525,375,15107,503,32064,1409,80,2610,395,209,6712,981,784,97,620,2694,176,56,1816,1319,93,793,20
1006,15,1798,281,6315,1701,4335,568,555,3684,2857,19,93,7005,2600,721,282,585,3278,105,3223,8149,6215,1503,1103,1057,23,284,528,376,15164,511,32137,1419,80,2622,398,209,6746,984,793,97,633,2748,181,56,1845,1328,93,796,20
1007,16,1817,286,6334,1701,4335,569,557,3702,2857,19,93,7014,2607,721,283,585,3278,107,3236,8172,6218,1503,1107,1061,23,284,530,379,15189,513,32157,1422,80,2634,398,213,6749,986,813,97,637,2784,181,56,1849,1335,94,796,20
1007,16,1825,287,6373,1701,4335,571,559,3731,2860,19,93,7020,2619,721,284,585,3288,109,3243,8183,6218,1508,1111,1062,23,284,534,381,15211,513,32206,1423,80,2649,398,215,6753,988,820,97,645,2817,184,56,1853,1342,94,796,20
1007,16,1829,292,6441,1691,4338,572,561,3778,2878,19,94,7026,2635,723,285,593,3296,109,3246,8198,6221,1511,1114,1062,23,283,537,382,15229,515,32219,1432,80,2662,399,215,6754,992,827,97,652,2872,190,56,1853,1351,95,796,20
1033,17,1927,301,6573,1696,4338,573,561,3841,2899,19,94,7273,2644,732,289,602,3319,110,3266,8213,6251,1514,1158,1078,23,282,548,384,15281,519,32243,1446,84,2677,404,220,6787,994,846,98,665,2973,194,56,1881,1360,95,805,21
1058,17,1963,305,6718,1704,4343,574,564,3889,2922,19,98,7309,2652,736,289,608,3339,110,3275,8243,6262,1523,1188,1080,23,282,553,386,15332,527,32251,1462,85,2689,407,224,6812,994,884,98,685,3066,201,56,1905,1368,95,807,21
1068,17,2038,309,6859,1706,4348,574,568,4009,2930,19,100,7329,2663,741,293,612,3355,111,3288,8268,6271,1528,1204,1084,25,284,571,387,15448,533,32283,1477,85,2709,410,230,6848,994,905,101,710,3200,205,56,1937,1384,95,809,21
1104,17,2082,313,6955,1724,4348,575,568,4102,2965,19,101,7345,2670,743,293,620,3380,111,3303,8296,6285,1533,1215,1095,28,286,579,390,15479,539,32331,1497,85,2726,416,232,6880,997,929,107,723,3263,207,56,1958,1393,95,814,21
1114,17,2151,319,7027,1725,4348,576,568,4197,2996,19,102,7369,2681,748,295,622,3403,112,3310,8310,6313,1537,1230,1102,29,285,592,391,15525,543,32343,1513,87,2746,421,232,6897,1000,951,109,738,3342,212,56,1962,1400,96,821,21
1121,17,2237,321,7051,1725,4348,579,568,4242,3003,19,102,7388,2694,752,297,625,3416,114,3319,8325,6314,1540,1249,1103,29,285,593,391,15525,545,32350,1522,87,2760,422,234,6904,1003,961,109,741,3432,215,56,1966,1405,96,820,21
1124,17,2246,323,7089,1727,4371,581,568,4277,3026,22,102,7394,2703,755,298,629,3423,114,3325,8330,6321,1542,1250,1116,32,288,593,391,15560,548,32395,1529,87,2773,424,237,6911,1004,972,109,749,3505,216,56,1968,1414,97,820,21
1164,17,2337,331,7250,1738,4372,581,568,4409,3054,22,103,7419,2709,757,299,635,3445,114,3334,8340,6326,1548,1272,1125,34,286,612,392,15582,551,32408,1571,88,2786,428,244,6931,1005,993,109,767,3591,226,56,1977,1426,97,826,22
1211,17,2434,335,7375,1744,4380,581,571,4521,3091,22,110,7427,2720,777,304,645,3461,114,3341,8368,6330,1558,1290,1131,34,291,618,394,15634,557,32427,1589,88,2798,432,247,6957,1005,998,111,783,3745,233,56,1992,1429,98,827,22
1230,17,2492,341,7489,1745,4389,581,574,4677,3105,22,114,7452,2730,781,305,650,3485,114,3347,8380,6348,1566,1308,1133,35,299,626,395,15665,562,32446,1607,89,2819,438,249,6984,1006,1070,115,796,3915,234,56,2007,1435,99,831,24
1265,17,2583,353,7603,1751,4396,581,577,4805,3132,23,118,7465,2739,785,306,658,3509,115,3359,8402,6355,1573,1332,1137,37,301,637,395,15684,565,32463,1623,90,2833,445,254,7004,1008,1096,116,815,4064,235,56,2013,1441,100,833,24
1286,18,2730,357,7702,1752,4396,583,578,4895,3169,24,119,7483,2748,789,308,667,3509,117,3368,8419,6364,1578,1346,1148,37,301,646,396,15699,569,32478,1648,90,2857,451,257,7015,1012,1135,116,838,4193,243,56,2025,1448,100,843,24
1287,18,2761,357,7715,1752,4396,586,578,4982,3174,24,119,7488,2757,793,309,670,3543,117,3377,8431,6366,1581,1355,1148,37,301,647,398,15706,571,32495,1652,92,2883,451,260,7022,1014,1155,118,843,4277,243,56,2027,1457,100,844,25
1291,18,2784,363,7770,1758,4406,586,579,5072,3177,24,122,7494,2771,798,312,671,3462,117,3382,8433,6373,1585,1358,1151,39,313,648,398,15715,578,32506,1677,93,2907,452,262,7025,1016,1164,118,847,4389,247,56,2031,1468,100,846,24
1303,18,2918,374,7888,1763,4406,588,580,5206,3254,24,126,7517,2780,806,316,674,3498,118,3402,8450,6382,1588,1389,1161,40,310,676,400,15737,588,32520,1705,94,2920,461,269,7051,1017,1221,118,871,4505,251,56,2048,1480,101,859,25
1364,19,2974,380,8047,1771,4406,590,580,5345,3335,25,135,7540,2793,814,321,677,3558,118,3405,8468,6388,1592,1423,1172,42,311,704,402,15707,591,32558,1732,96,2945,474,271,7077,1018,1285,119,888,4738,260,56,2051,1488,101,865,25
1397,19,3063,386,8201,1786,4410,590,581,5518,3361,26,138,7560,2803,820,322,684,3574,118,3409,8484,6395,1601,1436,1202,43,316,709,405,15730,596,32594,1756,97,2968,477,273,7093,1018,1334,121,925,4934,267,56,2054,1497,102,878,25
1438,19,3143,394,8337,1790,4413,592,581,5653,3443,26,144,7577,2814,826,330,691,3715,118,3422,8498,6400,1606,1463,1208,46,316,722,407,15765,601,32596,1789,99,2997,484,282,7116,1018,1385,122,938,5116,273,56,2067,1510,103,878,25
1456,20,3286,399,8408,1794,4413,594,581,5777,3494,26,144,7589,2825,826,329,696,3715,119,3433,8510,6400,1611,1478,1213,46,316,732,409,15776,607,32608,1811,99,3026,496,282,7124,1021,1465,122,964,5291,274,56,2075,1522,103,891,25
1473,20,3305,401,8448,1794,4413,595,581,5854,3498,26,146,7590,2835,829,331,700,3763,119,3440,8529,6400,1614,1493,1222,46,316,734,409,15787,614,32630,1817,99,3045,496,289,7127,1022,1491,123,967,5416,274,56,2078,1537,103,892,25
1491,21,3304,408,8494,1799,4418,596,582,5931,3509,26,152,7608,2839,836,335,709,3786,119,3447,8536,6405,1616,1498,1234,47,317,739,409,15804,619,32645,1838,99,3069,496,289,7131,1023,1506,123,978,6112,281,56,2082,1545,104,893,25
1491,22,3408,428,8679,1807,4423,596,583,6117,3563,26,160,7638,2845,839,340,719,3812,121,3458,8551,6421,1620,1540,1245,51,321,759,409,15825,626,32653,1860,100,3100,509,303,7154,1024,1565,123,999,6325,286,56,2095,1559,108,906,26
1538,22,3454,434,8908,1822,4425,597,584,6333,3642,26,173,7654,2866,854,349,724,3883,121,3478,8580,6422,1629,1563,1252,54,324,780,411,15798,632,32658,1888,102,3134,523,311,7171,1024,1615,129,1020,6583,292,56,2125,1575,111,911,26
1565,23,3626,442,9026,1822,4431,597,584,6586,3671,26,177,7670,2875,865,357,731,3925,122,3488,8580,6443,1634,1611,1268,55,328,801,415,15809,635,32683,1922,103,3160,536,316,7194,1025,1667,129,1033,6839,300,57,2141,1588,112,919,26
