Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1580,23,3694,453,9214,1838,4432,598,584,6843,3752,26,188,7692,2886,872,358,735,3949,123,3493,8609,6450,1640,1663,1278,60,332,830,415,15819,642,32689,1942,103,3184,541,322,7207,1026,1712,130,1060,6979,304,57,2174,1603,116,934,26
1603,24,3747,458,9345,1844,4432,600,584,7022,3825,26,197,7700,2899,874,358,740,3949,123,3506,8626,6457,1646,1693,1289,61,332,832,416,15830,651,32694,1979,103,3198,549,325,7219,1027,1751,134,1067,7267,310,57,2215,1619,116,947,26
1627,24,3765,464,9396,1844,4432,600,584,7084,3840,26,197,7714,2908,878,361,742,4007,123,3515,8638,6457,1654,1703,1290,61,332,832,417,15836,654,32710,1983,105,3221,550,326,7223,1029,1777,135,1073,7284,311,57,2218,1628,117,948,26
1633,25,3779,475,9441,1844,4437,600,586,7157,3842,26,200,7723,2917,884,367,744,4024,124,3523,8648,6467,1656,1711,1293,64,328,847,417,15846,655,32719,2043,105,3240,551,328,7224,1030,1793,135,1092,7448,314,57,2218,1638,117,949,27
1666,25,3845,490,9684,1849,4437,601,587,7402,3921,27,210,7742,2928,888,368,751,4051,123,3530,8657,6471,1660,1753,1306,64,332,862,418,15857,658,32725,2061,107,3256,566,333,7248,1032,1847,136,1117,7688,321,57,2244,1656,124,961,27
1695,25,3932,508,9808,1851,4437,606,587,7627,3984,27,217,7770,2933,900,372,752,4096,124,3536,8659,6478,1670,1804,1314,65,340,890,418,15842,667,32754,2085,108,3280,583,338,7254,1034,1894,137,1144,8069,327,57,2274,1677,124,970,27
1714,25,4002,515,10021,1852,4437,606,587,7747,4026,29,223,7791,2948,912,378,760,4146,124,3551,8691,6506,1677,1825,1319,65,340,900,419,15849,669,32756,2126,109,3305,593,339,7282,1034,1942,141,1186,8929,330,58,2299,1685,124,978,27
1735,25,4081,521,10133,1857,4441,606,589,7927,4117,31,229,7822,2962,915,380,764,4207,124,3565,8709,6524,1681,1848,1343,70,345,920,419,15849,675,32760,2160,110,3331,600,348,7296,1036,1962,144,1206,9205,335,58,2317,1702,127,990,28
1755,26,4137,535,10307,1857,4441,606,590,8109,4186,31,235,7840,2974,927,380,772,4207,125,3577,8721,6520,1689,1874,1347,75,345,949,419,15869,681,32768,2184,112,3349,603,355,7310,1037,2007,146,1215,9414,335,58,2322,1711,131,996,28
1768,26,4150,544,10377,1858,4441,606,591,8186,4199,31,237,7845,2981,931,380,773,4263,125,3585,8735,6519,1698,1896,1354,75,345,957,419,15874,685,32774,2192,112,3373,603,356,7311,1037,2031,146,1223,9523,336,58,2326,1722,139,998,28
1797,26,4154,555,10476,1862,4444,606,591,8277,4229,34,239,7846,2997,934,387,775,4287,125,3591,8741,6526,1701,1912,1361,75,348,963,419,15878,690,32781,2199,113,3398,605,357,7314,1038,2048,146,1233,9615,345,58,2327,1733,141,998,28
1847,26,4199,566,10523,1874,4444,608,593,8553,4351,34,246,7866,3010,946,393,783,4313,126,3604,8751,6533,1707,1944,1366,77,351,981,419,15890,693,32787,2248,118,3422,618,368,7343,1041,2098,146,1271,9593,349,58,2344,1741,147,1006,29
1882,27,4347,572,10753,1875,4450,608,593,8765,4456,38,246,7881,3025,953,397,790,4356,126,3612,8769,6539,1724,1989,1374,80,356,996,420,15885,695,32797,2280,120,3441,627,375,7380,1042,2144,147,1289,9897,351,58,2352,1755,153,1011,29
1890,27,4383,582,10870,1882,4450,608,594,8913,4538,40,251,7905,3040,960,403,796,4402,126,3620,8790,6555,1731,2011,1376,81,360,1030,422,15893,697,32805,2287,120,3470,638,383,7395,1042,2184,148,1313,10135,353,58,2363,1765,153,1018,30
1893,27,4423,587,11148,1888,4453,608,594,9141,4573,40,265,7932,3056,970,404,804,4430,126,3631,8810,6566,1739,2043,1385,81,361,1045,423,15903,703,32827,2313,121,3496,644,385,7434,1045,2204,150,1326,10439,360,58,2370,1780,157,1025,30
1896,28,4492,600,11218,1896,4453,608,597,9345,4669,40,269,7937,3068,975,406,810,4430,127,3636,8826,6586,1705,2080,1398,82,361,1069,423,15910,711,32833,2343,121,3515,657,386,7451,1045,2260,152,1345,10629,363,58,2381,1791,160,1038,30
1898,28,4506,599,11243,1896,4453,608,597,9452,4702,40,269,7955,3080,975,406,810,4507,127,3639,8838,6592,1752,2084,1403,82,361,1072,423,15912,714,32840,2347,125,3535,661,388,7453,1052,2269,153,1366,10763,363,58,2381,1802,160,1039,30
1925,28,4506,603,11296,1896,4456,610,597,9539,4727,40,273,7967,3103,987,407,818,4526,127,3641,8842,6592,1758,2095,1435,82,362,1077,423,15916,718,32846,2348,126,3549,665,388,7453,1054,2288,153,1387,10820,364,58,2385,1809,160,1039,30
1936,29,4529,619,11504,1899,4456,611,599,9758,4794,41,282,7994,3108,1002,411,830,4554,127,3650,8848,6608,1767,2127,1446,84,369,1102,424,15925,723,32857,2396,128,3572,679,397,7474,1059,2343,154,1424,11042,369,58,2396,1816,162,1039,30
1944,29,4634,631,11690,1900,4457,611,600,9932,4849,42,289,8017,3124,1010,415,842,4609,127,3661,8876,6618,1784,2163,1455,84,371,1134,427,15926,729,32865,2431,130,3595,699,408,7508,1059,2360,155,1452,11285,377,58,2410,1828,166,1060,34
1974,29,4684,641,11811,1903,4458,611,601,10049,4904,45,296,8044,3141,1016,419,856,4637,128,3669,8888,6634,1791,2190,1463,89,373,1172,428,15932,734,32861,2465,130,3619,709,412,7520,1062,2401,157,1488,11536,381,58,2427,1836,167,1067,34
1996,30,4688,663,11955,1910,4460,612,602,10168,4998,46,305,8066,3149,1029,426,864,4687,129,3674,8901,6634,1799,2214,1466,89,376,1185,428,15941,739,32864,2494,132,3649,715,414,7537,1064,2459,159,1549,11769,383,58,2436,1840,171,1068,37
2011,31,4756,674,12133,1918,4460,613,604,10274,5092,47,306,8083,3164,1033,426,872,4687,130,3685,8921,6655,1807,2237,1472,90,376,1197,429,15943,743,32871,2521,135,3675,725,417,7555,1065,2493,160,1563,11922,385,58,2443,1845,177,1081,37
2013,32,4771,687,12153,1918,4460,614,604,10325,5132,47,307,8089,3176,1037,426,872,4746,131,3691,8921,6659,1813,2240,1474,90,378,1197,429,15946,745,32883,2531,136,3704,726,417,7557,1066,2504,161,1567,12046,385,58,2467,1849,179,1081,37
2024,32,4771,696,12235,1919,4460,614,604,10397,5156,49,314,8097,3190,1047,429,884,4764,131,3694,8949,6663,1817,2248,1474,91,383,1200,429,15946,749,32887,2535,137,3727,730,420,7557,1067,2511,161,1588,12103,390,58,2471,1856,179,1081,37
2037,36,4792,711,12393,1926,4463,614,604,10580,5262,49,326,8126,3201,1059,430,895,4797,131,3707,8961,6684,1825,2315,1492,97,383,1230,429,15953,752,32918,2570,138,3752,744,428,7582,1068,2529,161,1628,12277,397,58,2494,1862,187,1094,37
2045,37,4896,732,12532,1927,4463,614,605,10733,5311,51,337,8163,3204,1071,442,902,4851,132,3717,8987,6690,1840,2373,1503,98,386,1250,429,15914,755,32921,2606,138,3774,763,433,7613,1069,2573,162,1648,12469,401,58,2515,1877,190,1100,37
2076,37,4929,739,12682,1931,4465,614,605,10868,5393,55,343,8186,3220,1091,444,910,4874,132,3722,9008,6706,1855,2399,1510,98,391,1271,431,15921,764,32926,2630,139,3797,778,438,7622,1071,2628,162,1673,12691,403,58,2527,1886,198,1111,37
2107,37,4978,756,12822,1937,4465,615,605,10957,5471,59,353,8206,3229,1108,445,918,4904,132,3727,9024,6712,1859,2413,1522,100,392,1287,432,15930,767,32934,2652,139,3821,786,447,7642,1073,2655,165,1701,12859,407,58,2550,1894,201,1113,37
2152,37,5007,772,12907,1942,4465,615,605,11105,5576,62,358,8217,3241,1100,449,921,4904,132,3746,9036,6712,1863,2427,1551,104,392,1302,432,15933,769,32938,2683,141,3839,797,454,7656,1075,2698,167,1725,12987,407,58,2568,1899,215,1119,37
2162,37,5030,784,12937,1942,4465,615,606,11119,5604,63,359,8228,3250,1113,449,929,4931,132,3752,9049,6748,1865,2441,1556,104,392,1302,432,15937,770,32951,2692,142,3859,799,458,7658,1077,2709,167,1747,13064,407,58,2569,1904,214,1122,37
2182,37,5029,797,13022,1945,4465,617,607,11187,5633,70,361,8235,3263,1120,451,933,4950,132,3755,9060,6753,1866,2473,1570,104,397,1305,432,15945,779,32957,2702,143,3883,800,459,7659,1078,2720,167,1754,13105,407,58,2580,1912,215,1122,37
2200,39,5044,814,13156,1946,4466,620,607,11374,5733,74,367,8273,3270,1125,456,948,4984,132,3761,9064,6767,1871,2493,1585,105,399,1313,432,15950,787,32966,2741,145,3908,808,464,7678,1080,2757,167,1781,13240,409,58,2612,1918,224,1130,37
2217,39,5065,841,13317,1952,4467,622,608,11501,5795,75,372,8300,3280,1133,461,966,5004,133,3766,9060,6781,1882,2526,1602,109,399,1336,432,15964,790,32972,2779,148,3933,821,468,7705,1082,2794,169,1797,13417,410,58,2641,1924,233,1142,41
2233,40,5130,861,13491,1955,4468,622,609,11650,5868,79,372,8324,3286,1136,471,976,5021,133,3778,9077,6791,1889,2536,1610,111,404,1363,432,15971,791,32976,2803,150,3955,835,470,7724,1085,2807,169,1815,13603,414,58,2652,1930,240,1146,41
2266,40,5171,873,13638,1955,4468,622,611,11750,5931,81,382,8362,3300,1158,481,987,5035,134,3789,9100,6798,1899,2558,1631,114,404,1375,432,15978,794,32982,2839,150,3970,846,475,7735,1086,2846,170,1837,13729,419,58,2662,1932,245,1153,42
2275,42,5207,882,13709,1971,4468,623,611,11811,5977,84,384,8385,3311,1164,481,993,5035,134,3796,9116,6806,1903,2569,1692,116,404,1388,432,15985,800,32987,2889,155,3989,850,480,7750,1087,2877,173,1862,13873,420,58,2677,1942,246,1168,42
2276,42,5221,894,13731,1972,4468,624,611,11849,6037,85,385,8390,3325,1167,481,996,5093,134,3799,9125,6806,1909,2584,1710,117,404,1389,433,15989,803,32987,2890,156,4009,853,481,7750,1088,2887,173,1865,13950,422,58,2678,1948,249,1168,42
2276,42,5219,908,13758,1973,4468,626,611,11871,6044,86,385,8398,3336,1170,485,996,5105,134,3804,9133,6810,1912,2585,1713,118,404,1393,433,15991,807,33002,2897,156,4026,853,482,7771,1089,2907,173,1869,13997,423,58,2684,1952,248,1168,42
2277,42,5221,917,13823,1973,4474,627,611,11915,6070,88,389,8405,3351,1185,485,997,5118,134,3807,9141,6811,1914,2585,1716,119,407,1393,433,15996,807,33016,2909,156,4043,854,486,7780,1091,2912,173,1896,14099,424,58,2686,1954,252,1168,42
2285,42,5251,928,13984,1977,4474,628,615,12110,6128,91,420,8433,3364,1204,499,1013,5140,134,3816,9146,6886,1921,2623,1728,122,421,1412,433,16008,813,33019,2958,157,4064,863,494,7794,1092,2942,173,1931,14229,427,58,2697,1958,255,1183,42
2301,42,5273,940,14087,1979,4478,628,616,12326,6204,94,407,8461,3376,1207,503,1035,5161,134,3824,9166,6894,1936,2656,1739,123,430,1429,434,16014,816,33019,2990,160,4084,876,497,7807,1093,2975,177,1988,14245,430,58,2708,1965,258,1193,42
2333,43,5288,953,14245,1985,4480,630,616,12502,6246,96,412,8505,3388,1216,516,1044,5202,134,3828,9180,6900,1949,2670,1746,131,437,1439,434,16023,818,33019,3023,164,4107,888,499,7829,1093,3028,177,2025,14522,431,58,2711,1972,264,1197,42
2350,44,5315,969,14331,1988,4480,630,616,12600,6287,97,415,8527,3392,1218,526,1057,5202,135,3836,9196,6911,1958,2685,1754,133,437,1449,435,16027,821,33023,3047,167,4129,899,505,7829,1096,3040,183,2064,14629,433,58,2722,1978,266,1209,42
2351,44,5322,981,14384,1988,4480,630,616,12608,6333,99,415,8541,3410,1220,528,1060,5235,136,3838,9210,6911,1971,2697,1758,135,434,1452,436,16031,823,33023,3052,168,4147,905,509,7829,1096,3064,184,2078,14709,433,58,2724,1983,267,1210,42
2355,44,5322,992,14439,1990,4485,631,616,12642,6353,99,419,8546,3424,1224,542,1065,5252,136,3839,9219,6921,1974,2706,1766,138,435,1456,436,16034,823,33030,3060,170,4164,905,509,7855,1098,3077,184,2097,14753,436,58,2743,1990,278,1210,42
2387,44,5344,1150,14595,1996,4485,632,616,12787,6397,100,423,8564,3436,1234,557,1074,5278,137,3849,9225,6932,1979,2734,1785,140,436,1482,438,16043,830,33038,3111,172,4176,912,519,7860,1100,3098,184,2127,14895,436,58,2839,1999,283,1220,42
2392,44,5371,1157,14698,2002,4487,634,617,12939,6419,103,429,8599,3444,1248,586,1082,5296,138,3855,9245,6943,1985,2756,1794,141,439,1494,438,16054,832,33042,3149,177,4187,924,521,7882,1105,3132,192,2151,15033,437,58,2884,2007,293,1228,50
2401,44,5409,1166,14804,2006,4488,634,619,13086,6474,107,434,8624,3459,1250,586,1093,5313,138,3861,9260,6955,1994,2780,1811,143,442,1506,438,16057,836,33070,3180,182,4209,930,521,7893,1105,3158,193,2164,15121,437,58,2920,2013,297,1231,49
2428,45,5451,1173,14903,2009,4492,634,619,13225,6536,120,438,8647,3471,1264,596,1101,5342,138,3869,9269,6954,2002,2792,1839,146,442,1524,438,16061,841,33085,3207,184,4234,939,521,7921,1107,3177,195,2196,15232,437,58,2949,2021,300,1238,49
2437,45,5467,1181,15022,2013,4492,635,619,13287,6599,120,441,8672,3481,1265,596,1108,5342,139,3876,9295,6969,2015,2809,1854,156,442,1528,438,16064,847,33081,3235,192,4241,943,525,7940,1111,3188,200,2216,15323,440,58,2990,2026,311,1241,49
2437,45,5477,1181,15016,2014,4492,635,620,13296,6602,120,443,8686,3488,1265,596,1111,5368,139,3879,9310,6969,2017,2810,1855,157,442,1531,438,16067,849,33087,3243,192,4254,946,526,7960,1115,3199,202,2218,15366,440,58,3015,2034,314,1242,49
2439,45,5478,1197,15056,2018,4495,636,621,13317,6604,120,447,8693,3499,1284,601,1112,5377,140,3883,9317,6981,2021,2810,1867,160,452,1531,438,16069,851,33159,3247,193,4270,948,529,7985,1117,3212,202,2233,15417,441,58,3021,2040,315,1244,49
2457,45,5498,1209,15192,2025,4496,638,621,13416,6673,120,451,8722,3514,1293,614,1119,5388,140,3895,9328,6997,2031,2846,1896,163,461,1546,438,16076,854,33263,3286,196,4288,962,532,8002,1118,3243,202,2261,15521,443,58,3060,2051,320,1251,49
2488,45,5525,1229,15294,2030,4497,640,621,13618,6769,122,454,8744,3531,1298,621,1124,5407,140,3902,9347,7013,2037,2870,1967,165,462,1556,438,16082,857,33264,3316,203,4310,970,538,8038,1118,3262,202,2277,15644,444,58,3089,2057,322,1259,50
2506,46,5559,1246,15394,2033,4499,642,621,13795,6816,124,457,8774,3544,1303,621,1137,5423,140,3909,9362,7019,2040,2874,1980,165,462,1564,438,16091,859,33269,3356,211,4327,981,539,8054,1119,3279,210,2312,15782,444,58,3113,2063,328,1265,50
2491,52,5587,1266,15522,2034,4501,643,623,13915,6874,127,458,8807,3557,1312,635,1149,5444,140,3917,9373,7027,2046,2894,2020,170,468,1573,438,16097,865,33283,3409,219,4351,993,542,8065,1120,3297,216,2352,15884,448,58,3136,2070,335,1274,50
2501,52,5622,1285,15585,2040,4501,646,624,14022,6914,131,460,8832,3581,1314,635,1154,5444,140,3925,9391,7044,2056,2911,2083,171,469,1582,439,16103,870,33286,3440,227,4363,1004,542,8083,1121,3323,218,2374,15987,448,58,3144,2074,337,1281,50
2501,56,5623,1308,15606,2041,4501,646,624,14032,6946,132,460,8845,3593,1316,635,1157,5465,140,3935,9404,7044,2060,2919,2082,173,470,1585,439,16106,870,33293,3441,231,4380,1006,543,8086,1121,3326,218,2377,16029,453,58,3159,2081,339,1281,50
2501,56,5624,1329,15633,2044,4503,648,624,14037,6961,132,460,8858,3613,1324,644,1162,5480,140,3938,9415,7051,2067,2921,2086,174,472,1585,439,16107,873,33302,3445,234,4399,1007,547,8088,1123,3337,218,2389,16092,453,58,3172,2088,342,1283,50
2517,56,5632,1350,15782,2046,4505,651,626,14143,6994,134,464,8881,3632,1341,651,1170,5490,141,3946,9423,7072,2072,2957,2095,177,478,1593,439,16117,875,33310,3494,239,4420,1018,555,8101,1124,3359,223,2420,16179,457,58,3187,2093,350,1300,50
2540,56,5650,1369,15886,2051,4508,652,627,14317,7021,136,469,8916,3645,1358,678,1174,5511,141,3949,9456,7083,2089,2969,2098,180,478,1600,439,16122,877,33324,3532,246,4438,1031,559,8130,1125,3378,223,2454,16288,459,58,3208,2100,355,1327,50
2548,58,5674,1384,15974,2054,4511,654,628,14444,7063,139,472,8940,3663,1366,678,1191,5519,141,3949,9480,7102,2102,2979,2103,181,493,1603,441,16140,882,33332,3579,256,4458,1035,560,8144,1127,3400,236,2501,16402,459,58,3228,2110,359,1348,53
2550,58,5693,1391,16064,2057,4513,658,629,14554,7106,142,474,8992,3681,1377,698,1197,5545,141,3950,9490,7110,2112,2999,2175,186,493,1609,442,16131,887,33372,3608,264,4468,1044,563,8162,1129,3409,237,2515,16501,474,58,3250,2117,361,1353,53
2558,59,5705,1407,16120,2060,4513,660,629,14628,7133,153,480,9023,3705,1381,698,1205,5545,142,3957,9507,7124,2126,3011,2193,186,497,1620,442,16135,890,33375,3629,271,4483,1051,571,8180,1131,3442,248,2560,16571,476,58,3270,2123,363,1372,53
2558,59,5706,1425,16147,2068,4513,661,631,14671,7162,156,482,9040,3720,1387,698,1209,5577,142,3958,9510,7124,2133,3013,2202,187,501,1623,443,16136,892,33389,3634,274,4496,1051,572,8195,1133,3453,248,2577,16601,478,58,3273,2127,364,1377,53
2559,59,5707,1447,16171,2069,4517,663,631,14712,7192,157,487,9054,3733,1398,706,1214,5586,142,3961,9530,7139,2136,3013,2204,190,503,1623,443,16138,894,33402,3637,277,4512,1055,572,8207,1137,3456,248,2597,16717,482,58,3276,2135,367,1381,53
2580,59,5713,1469,16245,2081,4521,663,631,14767,7229,160,492,9085,3748,1413,706,1218,5592,142,3967,9538,7161,2140,3027,2225,192,507,1629,446,16147,894,33409,3670,280,4535,1066,581,8223,1137,3471,248,2621,16808,488,58,3291,2146,370,1399,53
2601,60,5733,1482,16338,2085,4522,666,631,14904,7259,163,500,9127,3766,1419,723,1223,5604,142,3973,9557,7169,2154,3051,2254,193,507,1636,446,16152,896,33421,3693,304,4561,1075,583,8247,1139,3502,258,2642,16928,496,58,3303,2151,375,1415,53
2637,61,5743,1503,16418,2095,4527,668,634,15068,7294,164,503,9159,3789,1433,747,1234,5609,142,3979,9565,7193,2160,3074,2284,197,514,1649,448,16161,899,33429,3722,310,4588,1085,594,8268,1143,3514,272,2705,17034,501,58,3328,2158,376,1424,54
2653,61,5746,1530,16491,2103,4530,670,634,15186,7348,166,506,9191,3814,1454,771,1242,5635,143,3990,9577,7200,2174,3080,2409,206,514,1657,450,16164,902,33461,3747,321,4605,1091,597,8292,1146,3530,277,2732,17130,505,58,3344,2165,382,1440,54
2664,61,5759,1552,16569,2112,4530,671,636,15186,7393,168,507,9221,3831,1459,773,1249,5635,143,3995,9587,7219,2184,3096,2436,209,519,1659,455,16171,907,33466,3765,336,4631,1095,599,8324,1148,3551,286,2758,17208,510,58,3354,2168,387,1458,54
2664,61,5759,1569,16580,2113,4530,675,637,15364,7416,169,507,9230,3852,1462,774,1252,5655,143,3999,9604,7219,2194,3101,2437,210,519,1661,456,16174,911,33469,3770,337,4648,1098,599,8330,1154,3552,286,2767,17239,517,58,3358,2171,385,1465,54
2665,61,5759,1586,16586,2116,4532,676,637,15412,7429,169,510,9243,3875,1481,787,1255,5669,143,4003,9617,7225,2197,3101,2437,212,522,1664,456,16175,915,33482,3773,345,4676,1104,599,8347,1159,3559,288,2774,17271,522,58,3361,2183,388,1474,54
2665,61,5767,1611,16646,2153,4533,677,637,15531,7454,173,512,9273,3904,1491,799,1269,5679,143,4012,9630,7255,2204,3115,2437,217,527,1674,456,16182,918,33490,3816,357,4698,1119,605,8361,1166,3576,288,2797,17360,522,58,3372,2187,390,1508,57
2706,65,5772,1634,16738,2160,4537,678,638,15595,7470,183,516,9320,3924,1505,838,1276,5695,143,4022,9647,7268,2233,3140,2542,225,530,1691,458,16191,921,33500,3856,365,4717,1132,608,8391,1168,3593,291,2828,17464,527,58,3381,2196,393,1536,57
2756,65,5789,1645,16832,2162,4540,682,638,15736,7492,184,517,9373,3959,1516,838,1296,5707,144,4028,9672,7302,2252,3152,2474,230,535,1698,463,16197,922,33524,3874,370,4742,1143,611,8413,1170,3607,304,2864,17558,529,58,3388,2200,395,1553,57
2786,66,5806,1665,16912,2172,4542,683,641,15830,7556,185,523,9425,4001,1524,859,1300,5727,145,4032,9702,7317,2265,3160,2492,235,547,1707,465,16202,928,33533,3910,388,4768,1154,617,8434,1172,3615,307,2871,17653,537,58,3408,2205,398,1574,57
2788,67,5824,1684,16958,2176,4542,686,641,15917,7607,186,529,9452,4025,1528,859,1312,5727,146,4036,9723,7340,2270,3171,2595,239,547,1707,466,16204,929,33547,3929,399,4801,1162,619,8442,1174,3637,315,2903,17723,540,58,3422,2211,401,1574,57
2788,67,5827,1704,16979,2176,4542,688,641,15967,7638,187,528,9474,4055,1532,859,1318,5750,146,4037,9737,7340,2287,3171,2609,241,548,1710,466,16211,934,33559,3934,404,4828,1171,620,8465,1176,3650,323,2909,17753,543,58,3433,2221,402,1574,57
2789,67,5830,1714,16982,2180,4554,692,641,16021,7657,187,531,9496,4075,1548,872,1326,5766,146,4041,9753,7363,2292,3171,2617,241,554,1712,468,16214,935,33575,3939,408,4857,1173,627,8475,1177,3661,323,2922,17777,546,58,3457,2231,402,1600,57
2805,67,5837,1728,17058,2182,4559,695,642,16105,7674,189,535,9537,4111,1576,895,1342,5772,146,4050,9758,7383,2299,3202,2643,252,565,1727,468,16227,942,33582,3992,412,4883,1191,633,8516,1181,3696,330,2952,17851,551,58,3485,2237,411,1633,61
2828,68,5854,1751,17169,2194,4567,697,642,16210,7704,203,546,9605,4144,1594,952,1363,5784,146,4058,9780,7418,2334,3223,2670,275,576,1732,469,16245,950,33589,4032,422,4919,1210,635,8546,1184,3708,333,2970,17944,557,58,3515,2248,414,1681,61
2843,68,5859,1772,17257,2198,4569,701,642,16267,7729,206,553,9647,4180,1601,952,1380,5799,146,4070,9810,7464,2354,3231,2686,278,587,1736,470,16263,953,33614,4082,431,4953,1221,635,8574,1187,3755,347,3011,17961,563,58,3524,2259,420,1703,68
2859,68,5865,1782,17305,2211,4577,705,642,16340,7766,209,562,9688,4209,1629,975,1396,5820,146,4078,9830,7484,2367,3238,2718,282,591,1738,471,16273,960,33625,4114,440,4987,1234,649,8608,1190,3777,356,3076,18077,567,58,3539,2266,424,1745,68
2866,68,5869,1797,17343,2218,4577,709,642,16417,7808,212,572,9751,4234,1634,975,1404,5820,146,4091,9839,7522,2381,3255,2827,294,595,1743,473,16281,965,33634,4144,448,5019,1245,653,8636,1191,3793,366,3100,18214,568,58,3578,2277,424,1770,68
2866,68,5874,1812,17358,2223,4577,716,642,16429,7809,212,573,9775,4264,1635,975,1407,5837,146,4096,9864,7522,2402,3255,2839,297,596,1748,473,16285,967,33642,4157,456,5059,1249,653,8647,1193,3802,375,3131,18261,572,58,3579,2285,425,1778,68
2866,68,5875,1833,17386,2226,4589,717,642,16449,7827,212,580,9792,4306,1657,976,1410,5854,146,4099,9881,7552,2406,3263,2835,303,603,1749,475,16292,976,33650,4170,461,5089,1251,655,8659,1196,3823,375,3163,18299,574,58,3581,2294,426,1788,77
2892,70,5891,1857,17464,2236,4595,717,644,16505,7844,215,585,9838,4346,1680,983,1428,5872,146,4108,9888,7585,2421,3283,2874,305,620,1756,475,16306,980,33666,4211,476,5129,1273,664,8683,1201,3842,375,3207,18383,578,58,3600,2304,434,1852,77
2911,71,5905,1875,17529,2249,4604,721,644,16571,7876,213,599,9889,4381,1691,1007,1442,5890,146,4115,9924,7606,2440,3302,2903,325,628,1766,478,16324,991,33675,4245,488,5171,1286,671,8707,1204,3876,384,3241,18489,588,58,3616,2316,438,1897,77
2914,77,5918,1894,17561,2268,4609,729,645,16648,7923,215,615,9945,4420,1705,1008,1461,5908,146,4127,9951,7653,2472,3310,2910,337,637,1769,482,16332,994,33694,4283,499,5211,1306,673,8743,1208,3889,403,3263,18606,598,58,3636,2320,445,1948,87
